"image_name","face","face.label","label","label.label"
"frame_E_2238.jpg","Yes","","Positive Emotion",""
"frame_E_2260.jpg","Yes","","Neutral Expression",""
"frame_E_2269.jpg","No","","Neutral Expression",""
"frame_E_2302.jpg","Yes","","Positive Emotion",""
"frame_E_2308.jpg","Yes","","Positive Emotion",""
"frame_E_2309.jpg","Yes","","Positive Emotion",""
"frame_E_2329.jpg","Yes","","Positive Emotion",""
"frame_E_2331.jpg","Yes","","Positive Emotion",""
"frame_E_2332.jpg","Yes","","Positive Emotion",""
"frame_E_2366.jpg","Yes","","Positive Emotion",""
"frame_E_2373.jpg","Yes","","Positive Emotion",""
"frame_E_2408.jpg","Yes","","Negative Emotion",""
"frame_E_2422.jpg","Yes","","Neutral Expression",""
"frame_E_2439.jpg","Yes","","Neutral Expression",""
"frame_E_2467.jpg","Yes","","Neutral Expression",""
"frame_E_2491.jpg","Yes","","Negative Emotion",""
"frame_E_2504.jpg","Yes","","Neutral Expression",""
"frame_E_2510.jpg","Yes","","Neutral Expression",""
"frame_E_2553.jpg","Yes","","Neutral Expression",""
"frame_E_2563.jpg","Yes","","Positive Emotion",""
"frame_E_2577.jpg","No","","Neutral Expression",""
"frame_E_2594.jpg","Yes","","Negative Emotion",""
"frame_E_2600.jpg","Yes","","Positive Emotion",""
"frame_E_2607.jpg","Yes","","Neutral Expression",""
"frame_E_2648.jpg","Yes","","Neutral Expression",""
"frame_E_2659.jpg","Yes","","Neutral Expression",""
"frame_E_2676.jpg","Yes","","Neutral Expression",""
"frame_E_2681.jpg","Yes","","Neutral Expression",""
"frame_E_2709.jpg","Yes","","Neutral Expression",""
"frame_E_2710.jpg","Yes","","Positive Emotion",""
"frame_E_2715.jpg","Yes","","Negative Emotion",""
"frame_E_2716.jpg","Yes","","Neutral Expression",""
"frame_E_2742.jpg","Yes","","Neutral Expression",""
"frame_E_2756.jpg","No","","Neutral Expression",""
"frame_E_2766.jpg","Yes","","Positive Emotion",""
"frame_E_2770.jpg","Yes","","Neutral Expression",""
"frame_E_2787.jpg","Yes","","Positive Emotion",""
"frame_E_2789.jpg","Yes","","Positive Emotion",""
"frame_E_2796.jpg","Yes","","Positive Emotion",""
"frame_E_2829.jpg","Yes","","Positive Emotion",""
"frame_E_2850.jpg","Yes","","Positive Emotion",""
"frame_E_2871.jpg","Yes","","Neutral Expression",""
"frame_E_2881.jpg","Yes","","Neutral Expression",""
"frame_E_2897.jpg","Yes","","Neutral Expression",""
"frame_E_2929.jpg","Yes","","Neutral Expression",""
"frame_E_2938.jpg","Yes","","Positive Emotion",""
"frame_E_2943.jpg","Yes","","Negative Emotion",""
"frame_E_2945.jpg","No","","Neutral Expression",""
"frame_E_2965.jpg","Yes","","Positive Emotion",""
"frame_E_2974.jpg","Yes","","Negative Emotion",""
"frame_E_2984.jpg","Yes","","Neutral Expression",""
"frame_E_2994.jpg","Yes","","Neutral Expression",""
"frame_E_3013.jpg","Yes","","Positive Emotion",""
"frame_E_3023.jpg","Yes","","Positive Emotion",""
"frame_E_3030.jpg","Yes","","Neutral Expression",""
"frame_E_3057.jpg","Yes","","Neutral Expression",""
"frame_E_3058.jpg","Yes","","Neutral Expression",""
"frame_E_3059.jpg","Yes","","Positive Emotion",""
"frame_E_3072.jpg","Yes","","Neutral Expression",""
"frame_E_3078.jpg","Yes","","Neutral Expression",""
"frame_E_3102.jpg","Yes","","Positive Emotion",""
"frame_E_3109.jpg","Yes","","Positive Emotion",""
"frame_E_3114.jpg","Yes","","Neutral Expression",""
"frame_E_3116.jpg","Yes","","Positive Emotion",""
"frame_E_3154.jpg","Yes","","Positive Emotion",""
"frame_E_3174.jpg","Yes","","Positive Emotion",""
"frame_E_3176.jpg","Yes","","Neutral Expression",""
"frame_E_3178.jpg","Yes","","Positive Emotion",""
"frame_E_3197.jpg","Yes","","Neutral Expression",""
"frame_E_3203.jpg","No","","Neutral Expression",""
"frame_E_3245.jpg","Yes","","Neutral Expression",""
"frame_E_3320.jpg","Yes","","Neutral Expression",""
"frame_E_3329.jpg","Yes","","Positive Emotion",""
"frame_E_3359.jpg","Yes","","Neutral Expression",""
"frame_E_3362.jpg","Yes","","Positive Emotion",""
"frame_E_3394.jpg","Yes","","Neutral Expression",""
"frame_E_3477.jpg","Yes","","Positive Emotion",""
"frame_E_3479.jpg","Yes","","Positive Emotion",""
"frame_E_3494.jpg","Yes","","Positive Emotion",""
"frame_E_3501.jpg","Yes","","Neutral Expression",""
"frame_E_3538.jpg","Yes","","Positive Emotion",""
"frame_E_3552.jpg","Yes","","Neutral Expression",""
"frame_E_3576.jpg","Yes","","Positive Emotion",""
"frame_E_3605.jpg","Yes","","Negative Emotion",""
"frame_E_3612.jpg","No","","Neutral Expression",""
"frame_E_3659.jpg","Yes","","Negative Emotion",""
"frame_E_3664.jpg","Yes","","Negative Emotion",""
"frame_E_3689.jpg","Yes","","Positive Emotion",""
"frame_E_3696.jpg","Yes","","Negative Emotion",""
"frame_E_3747.jpg","Yes","","Negative Emotion",""
"frame_E_3763.jpg","Yes","","Neutral Expression",""
"frame_E_3792.jpg","Yes","","Neutral Expression",""
"frame_E_3798.jpg","Yes","","Positive Emotion",""
"frame_E_3809.jpg","Yes","","Neutral Expression",""
"frame_E_3817.jpg","Yes","","Negative Emotion",""
"frame_E_3834.jpg","Yes","","Positive Emotion",""
"frame_E_3839.jpg","Yes","","Neutral Expression",""
"frame_E_3855.jpg","Yes","","Neutral Expression",""
"frame_E_3857.jpg","Yes","","Positive Emotion",""
"frame_E_3874.jpg","Yes","","Neutral Expression",""
"frame_E_3890.jpg","Yes","","Neutral Expression",""
"frame_E_3947.jpg","Yes","","Negative Emotion",""
"frame_E_3963.jpg","Yes","","Positive Emotion",""
"frame_E_3967.jpg","Yes","","Positive Emotion",""
"frame_E_3970.jpg","Yes","","Positive Emotion",""
"frame_E_3992.jpg","Yes","","Positive Emotion",""
"frame_E_4016.jpg","Yes","","Neutral Expression",""
"frame_E_4025.jpg","Yes","","Negative Emotion",""
"frame_E_4035.jpg","Yes","","Neutral Expression",""
"frame_E_4054.jpg","Yes","","Neutral Expression",""
"frame_E_4062.jpg","Yes","","Positive Emotion",""
"frame_E_4119.jpg","No","","Neutral Expression",""
"frame_E_4120.jpg","Yes","","Neutral Expression",""
"frame_E_4148.jpg","Yes","","Negative Emotion",""
"frame_E_4186.jpg","Yes","","Neutral Expression",""
"frame_E_4187.jpg","Yes","","Neutral Expression",""
"frame_E_4197.jpg","Yes","","Neutral Expression",""
"frame_E_4208.jpg","Yes","","Negative Emotion",""
"frame_E_4213.jpg","Yes","","Positive Emotion",""
"frame_E_4228.jpg","Yes","","Negative Emotion",""
"frame_E_4230.jpg","Yes","","Neutral Expression",""
"frame_E_4281.jpg","Yes","","Negative Emotion",""
"frame_E_4282.jpg","Yes","","Neutral Expression",""
"frame_E_4284.jpg","Yes","","Neutral Expression",""
"frame_E_4296.jpg","Yes","","Neutral Expression",""
"frame_E_4297.jpg","Yes","","Neutral Expression",""
"frame_E_4302.jpg","Yes","","Neutral Expression",""
"frame_E_4326.jpg","Yes","","Neutral Expression",""
"frame_E_4371.jpg","Yes","","Positive Emotion",""
"frame_E_4373.jpg","Yes","","Neutral Expression",""
"frame_E_4390.jpg","Yes","","Neutral Expression",""
"frame_E_4397.jpg","Yes","","Positive Emotion",""
"frame_E_4405.jpg","Yes","","Neutral Expression",""
"frame_E_4418.jpg","Yes","","Negative Emotion",""
"frame_E_4457.jpg","Yes","","Positive Emotion",""
"frame_E_4465.jpg","Yes","","Negative Emotion",""
"frame_E_4469.jpg","Yes","","Neutral Expression",""
"frame_E_4472.jpg","Yes","","Neutral Expression",""
"frame_E_4484.jpg","Yes","","Neutral Expression",""
"frame_E_4490.jpg","Yes","","Positive Emotion",""
"frame_E_4497.jpg","Yes","","Neutral Expression",""
"frame_E_4546.jpg","Yes","","Positive Emotion",""
"frame_E_4554.jpg","Yes","","Neutral Expression",""
"frame_E_4566.jpg","Yes","","Positive Emotion",""
"frame_E_4576.jpg","Yes","","Neutral Expression",""
"frame_E_4595.jpg","Yes","","Neutral Expression",""
"frame_E_4600.jpg","Yes","","Negative Emotion",""
"frame_E_4625.jpg","Yes","","Positive Emotion",""
"frame_E_4631.jpg","Yes","","Neutral Expression",""
"frame_E_4635.jpg","Yes","","Positive Emotion",""
"frame_E_4640.jpg","Yes","","Negative Emotion",""
"frame_E_4671.jpg","Yes","","Neutral Expression",""
"frame_E_4702.jpg","Yes","","Negative Emotion",""
"frame_E_4715.jpg","Yes","","Neutral Expression",""
"frame_E_4735.jpg","Yes","","Neutral Expression",""
"frame_E_4749.jpg","Yes","","Negative Emotion",""
"frame_E_4755.jpg","Yes","","Neutral Expression",""
"frame_E_4766.jpg","Yes","","Positive Emotion",""
"frame_E_4777.jpg","Yes","","Positive Emotion",""
"frame_E_4797.jpg","Yes","","Negative Emotion",""
"frame_E_4820.jpg","Yes","","Positive Emotion",""
"frame_E_4837.jpg","Yes","","Neutral Expression",""
"frame_E_4842.jpg","Yes","","Neutral Expression",""
"frame_E_4849.jpg","Yes","","Neutral Expression",""
"frame_E_4858.jpg","Yes","","Negative Emotion",""
"frame_E_4932.jpg","Yes","","Positive Emotion",""
"frame_E_4939.jpg","Yes","","Neutral Expression",""
"frame_E_4945.jpg","Yes","","Positive Emotion",""
"frame_E_4946.jpg","Yes","","Neutral Expression",""
"frame_E_4984.jpg","Yes","","Neutral Expression",""
"frame_E_4995.jpg","Yes","","Positive Emotion",""
"frame_E_5025.jpg","Yes","","Neutral Expression",""
"frame_E_5039.jpg","Yes","","Neutral Expression",""
"frame_E_5046.jpg","Yes","","Neutral Expression",""
"frame_E_5088.jpg","Yes","","Negative Emotion",""
"frame_E_5104.jpg","Yes","","Neutral Expression",""
"frame_E_5113.jpg","Yes","","Neutral Expression",""
"frame_E_5119.jpg","Yes","","Neutral Expression",""
"frame_E_5132.jpg","Yes","","Neutral Expression",""
"frame_E_5145.jpg","Yes","","Neutral Expression",""
"frame_E_5162.jpg","Yes","","Positive Emotion",""
"frame_E_5200.jpg","Yes","","Neutral Expression",""
"frame_E_5214.jpg","Yes","","Positive Emotion",""
"frame_E_5247.jpg","Yes","","Neutral Expression",""
"frame_E_5272.jpg","Yes","","Neutral Expression",""
"frame_E_5295.jpg","Yes","","Positive Emotion",""
"frame_E_5317.jpg","Yes","","Positive Emotion",""
"frame_E_5332.jpg","Yes","","Positive Emotion",""
"frame_E_5370.jpg","Yes","","Neutral Expression",""
"frame_E_5444.jpg","Yes","","Neutral Expression",""
"frame_E_5465.jpg","Yes","","Neutral Expression",""
"frame_E_5498.jpg","No","","Neutral Expression",""
"frame_E_5536.jpg","Yes","","Neutral Expression",""
"frame_E_5587.jpg","Yes","","Neutral Expression",""
"frame_E_5600.jpg","Yes","","Positive Emotion",""
"frame_E_5602.jpg","No","","Neutral Expression",""
"frame_E_5630.jpg","Yes","","Neutral Expression",""
"frame_E_5644.jpg","Yes","","Neutral Expression",""
"frame_E_5661.jpg","Yes","","Neutral Expression",""
"frame_E_5675.jpg","Yes","","Negative Emotion",""
"frame_E_5698.jpg","Yes","","Positive Emotion",""
"frame_E_5717.jpg","Yes","","Positive Emotion",""
"frame_E_5747.jpg","Yes","","Neutral Expression",""
"frame_E_5749.jpg","Yes","","Negative Emotion",""
"frame_E_5755.jpg","No","","Neutral Expression",""
"frame_E_5773.jpg","Yes","","Neutral Expression",""
"frame_E_5778.jpg","Yes","","Negative Emotion",""
"frame_E_5837.jpg","Yes","","Neutral Expression",""
"frame_E_5851.jpg","Yes","","Neutral Expression",""
"frame_E_5856.jpg","Yes","","Neutral Expression",""
"frame_E_5861.jpg","Yes","","Positive Emotion",""
"frame_E_5878.jpg","Yes","","Positive Emotion",""
"frame_E_5922.jpg","Yes","","Positive Emotion",""
"frame_E_5947.jpg","Yes","","Positive Emotion",""
"frame_E_5949.jpg","Yes","","Neutral Expression",""
"frame_E_5966.jpg","Yes","","Negative Emotion",""
"frame_E_5989.jpg","Yes","","Neutral Expression",""
"frame_E_5990.jpg","Yes","","Positive Emotion",""
"frame_E_6007.jpg","Yes","","Neutral Expression",""
"frame_E_6032.jpg","Yes","","Neutral Expression",""
"frame_E_6041.jpg","Yes","","Neutral Expression",""
"frame_E_6044.jpg","Yes","","Negative Emotion",""
"frame_E_6067.jpg","Yes","","Neutral Expression",""
"frame_E_6099.jpg","Yes","","Neutral Expression",""
"frame_E_6125.jpg","Yes","","Negative Emotion",""
"frame_E_6141.jpg","Yes","","Neutral Expression",""
"frame_E_6171.jpg","No","","Neutral Expression",""
"frame_E_6194.jpg","Yes","","Negative Emotion",""
"frame_E_6211.jpg","Yes","","Neutral Expression",""
"frame_E_6219.jpg","Yes","","Neutral Expression",""
"frame_E_6226.jpg","Yes","","Neutral Expression",""
"frame_E_6229.jpg","Yes","","Negative Emotion",""
"frame_E_6321.jpg","Yes","","Positive Emotion",""
"frame_E_6345.jpg","Yes","","Positive Emotion",""
"frame_E_6384.jpg","Yes","","Neutral Expression",""
"frame_E_6403.jpg","Yes","","Positive Emotion",""
"frame_E_6413.jpg","Yes","","Neutral Expression",""
"frame_E_6439.jpg","Yes","","Positive Emotion",""
"frame_E_6456.jpg","No","","Neutral Expression",""
"frame_E_6460.jpg","Yes","","Neutral Expression",""
"frame_E_6474.jpg","Yes","","Negative Emotion",""
"frame_E_6530.jpg","Yes","","Positive Emotion",""
"frame_E_6543.jpg","Yes","","Negative Emotion",""
"frame_E_6585.jpg","Yes","","Positive Emotion",""
"frame_E_6597.jpg","Yes","","Negative Emotion",""
"frame_E_6600.jpg","Yes","","Positive Emotion",""
"frame_E_6602.jpg","Yes","","Neutral Expression",""
"frame_E_6613.jpg","Yes","","Neutral Expression",""
"frame_E_6643.jpg","No","","Neutral Expression",""
"frame_E_6654.jpg","No","","Neutral Expression",""
"frame_E_6669.jpg","Yes","","Neutral Expression",""
"frame_E_6701.jpg","No","","Neutral Expression",""
"frame_E_6706.jpg","Yes","","Positive Emotion",""
"frame_E_6707.jpg","Yes","","Neutral Expression",""
"frame_E_6724.jpg","Yes","","Neutral Expression",""
"frame_E_6728.jpg","Yes","","Positive Emotion",""
"frame_E_6736.jpg","No","","Neutral Expression",""
"frame_E_6743.jpg","Yes","","Neutral Expression",""
"frame_E_6775.jpg","Yes","","Positive Emotion",""
"frame_E_6834.jpg","No","","Neutral Expression",""
"frame_E_6835.jpg","Yes","","Neutral Expression",""
"frame_E_6839.jpg","Yes","","Positive Emotion",""
"frame_E_6854.jpg","Yes","","Negative Emotion",""
"frame_E_6858.jpg","Yes","","Negative Emotion",""
"frame_E_6860.jpg","Yes","","Neutral Expression",""
"frame_E_6879.jpg","Yes","","Negative Emotion",""
"frame_E_6881.jpg","Yes","","Positive Emotion",""
"frame_E_6886.jpg","Yes","","Neutral Expression",""
"frame_E_6905.jpg","Yes","","Neutral Expression",""
"frame_E_6916.jpg","Yes","","Neutral Expression",""
"frame_E_6999.jpg","Yes","","Negative Emotion",""
"frame_E_7051.jpg","Yes","","Negative Emotion",""
"frame_E_7055.jpg","Yes","","Negative Emotion",""
"frame_E_7087.jpg","No","","Neutral Expression",""
"frame_E_7145.jpg","Yes","","Negative Emotion",""
"frame_E_7149.jpg","Yes","","Positive Emotion",""
"frame_E_7175.jpg","Yes","","Neutral Expression",""
"frame_E_7176.jpg","Yes","","Positive Emotion",""
"frame_E_7179.jpg","Yes","","Positive Emotion",""
"frame_E_7180.jpg","Yes","","Positive Emotion",""
"frame_E_7182.jpg","Yes","","Positive Emotion",""
"frame_E_7194.jpg","Yes","","Neutral Expression",""
"frame_E_7205.jpg","Yes","","Neutral Expression",""
"frame_E_7223.jpg","No","","Neutral Expression",""
"frame_E_7229.jpg","Yes","","Neutral Expression",""
"frame_E_7235.jpg","Yes","","Positive Emotion",""
"frame_E_7248.jpg","Yes","","Positive Emotion",""
"frame_E_7278.jpg","Yes","","Positive Emotion",""
"frame_E_7311.jpg","Yes","","Positive Emotion",""
"frame_E_7313.jpg","Yes","","Positive Emotion",""
"frame_E_7326.jpg","Yes","","Positive Emotion",""
"frame_E_7332.jpg","Yes","","Neutral Expression",""
"frame_E_7340.jpg","Yes","","Neutral Expression",""
"frame_E_7353.jpg","Yes","","Neutral Expression",""
"frame_E_7365.jpg","Yes","","Negative Emotion",""
"frame_E_7427.jpg","Yes","","Neutral Expression",""
"frame_E_7436.jpg","Yes","","Neutral Expression",""
"frame_E_7499.jpg","Yes","","Neutral Expression",""
"frame_E_7504.jpg","Yes","","Positive Emotion",""
"frame_E_7534.jpg","Yes","","Positive Emotion",""
"frame_E_7541.jpg","Yes","","Neutral Expression",""
"frame_E_7561.jpg","Yes","","Positive Emotion",""
"frame_E_7578.jpg","No","","Neutral Expression",""
"frame_E_7673.jpg","Yes","","Neutral Expression",""
"frame_E_7674.jpg","Yes","","Neutral Expression",""
"frame_E_7722.jpg","Yes","","Positive Emotion",""
"frame_E_7737.jpg","Yes","","Negative Emotion",""
"frame_E_7752.jpg","Yes","","Negative Emotion",""
"frame_E_7762.jpg","Yes","","Positive Emotion",""
"frame_E_7772.jpg","Yes","","Negative Emotion",""
"frame_E_7789.jpg","Yes","","Neutral Expression",""
"frame_E_7813.jpg","Yes","","Negative Emotion",""
"frame_E_7816.jpg","Yes","","Positive Emotion",""
"frame_E_7831.jpg","Yes","","Neutral Expression",""
"frame_E_7832.jpg","Yes","","Positive Emotion",""
"frame_E_7843.jpg","Yes","","Positive Emotion",""
"frame_E_7856.jpg","Yes","","Neutral Expression",""
"frame_E_7863.jpg","Yes","","Negative Emotion",""
"frame_E_7872.jpg","Yes","","Positive Emotion",""
"frame_E_7883.jpg","Yes","","Negative Emotion",""
"frame_E_7914.jpg","Yes","","Neutral Expression",""
"frame_E_7924.jpg","Yes","","Negative Emotion",""
"frame_E_7940.jpg","Yes","","Positive Emotion",""
"frame_E_7998.jpg","Yes","","Neutral Expression",""
"frame_E_8025.jpg","Yes","","Neutral Expression",""
"frame_E_8041.jpg","Yes","","Positive Emotion",""
"frame_E_8063.jpg","Yes","","Negative Emotion",""
"frame_E_8064.jpg","Yes","","Positive Emotion",""
"frame_E_8086.jpg","Yes","","Neutral Expression",""
"frame_E_8096.jpg","Yes","","Neutral Expression",""
"frame_E_8114.jpg","Yes","","Positive Emotion",""
"frame_E_8120.jpg","Yes","","Neutral Expression",""
"frame_E_8124.jpg","Yes","","Neutral Expression",""
"frame_E_8125.jpg","Yes","","Neutral Expression",""
"frame_E_8143.jpg","Yes","","Neutral Expression",""
"frame_E_8165.jpg","No","","Neutral Expression",""
"frame_E_8180.jpg","Yes","","Neutral Expression",""
"frame_E_8211.jpg","Yes","","Positive Emotion",""
"frame_E_8220.jpg","Yes","","Positive Emotion",""
"frame_E_8224.jpg","Yes","","Positive Emotion",""
"frame_E_8225.jpg","Yes","","Negative Emotion",""
"frame_E_8230.jpg","Yes","","Neutral Expression",""
"frame_E_8233.jpg","Yes","","Negative Emotion",""
"frame_E_8267.jpg","Yes","","Neutral Expression",""
"frame_E_8288.jpg","Yes","","Neutral Expression",""
"frame_E_8306.jpg","Yes","","Neutral Expression",""
"frame_E_8313.jpg","Yes","","Negative Emotion",""
"frame_E_8319.jpg","Yes","","Neutral Expression",""
"frame_E_8325.jpg","Yes","","Negative Emotion",""
"frame_E_8330.jpg","Yes","","Neutral Expression",""
"frame_E_8338.jpg","Yes","","Neutral Expression",""
"frame_E_8341.jpg","Yes","","Negative Emotion",""
"frame_E_8378.jpg","Yes","","Positive Emotion",""
"frame_E_8385.jpg","Yes","","Positive Emotion",""
"frame_E_8387.jpg","Yes","","Positive Emotion",""
"frame_E_8390.jpg","Yes","","Neutral Expression",""
"frame_E_8423.jpg","Yes","","Positive Emotion",""
"frame_E_8425.jpg","Yes","","Negative Emotion",""
"frame_E_8429.jpg","Yes","","Neutral Expression",""
"frame_E_8432.jpg","Yes","","Neutral Expression",""
"frame_E_8436.jpg","Yes","","Negative Emotion",""
"frame_E_8437.jpg","Yes","","Neutral Expression",""
"frame_E_8469.jpg","Yes","","Positive Emotion",""
"frame_E_8505.jpg","Yes","","Neutral Expression",""
"frame_E_8545.jpg","Yes","","Negative Emotion",""
"frame_E_8591.jpg","Yes","","Positive Emotion",""
"frame_E_8668.jpg","Yes","","Negative Emotion",""
"frame_E_8671.jpg","No","","Neutral Expression",""
"frame_E_8673.jpg","Yes","","Neutral Expression",""
"frame_E_8709.jpg","Yes","","Positive Emotion",""
"frame_E_8735.jpg","Yes","","Neutral Expression",""
"frame_E_8738.jpg","Yes","","Neutral Expression",""
"frame_E_8793.jpg","Yes","","Neutral Expression",""
"frame_E_8828.jpg","No","","Neutral Expression",""
"frame_E_8853.jpg","Yes","","Neutral Expression",""
"frame_E_8855.jpg","Yes","","Neutral Expression",""
"frame_E_8857.jpg","Yes","","Positive Emotion",""
"frame_E_8861.jpg","Yes","","Positive Emotion",""
"frame_E_8862.jpg","Yes","","Positive Emotion",""
"frame_E_8882.jpg","Yes","","Negative Emotion",""
"frame_E_8893.jpg","Yes","","Positive Emotion",""
"frame_E_8900.jpg","Yes","","Neutral Expression",""
"frame_E_8920.jpg","No","","Neutral Expression",""
"frame_E_8921.jpg","Yes","","Neutral Expression",""
"frame_E_8934.jpg","Yes","","Positive Emotion",""
"frame_E_8941.jpg","Yes","","Negative Emotion",""
"frame_E_8959.jpg","Yes","","Positive Emotion",""
"frame_E_8960.jpg","Yes","","Negative Emotion",""
"frame_E_8974.jpg","Yes","","Neutral Expression",""
"frame_E_8982.jpg","Yes","","Negative Emotion",""
"frame_E_8985.jpg","Yes","","Positive Emotion",""
"frame_E_8997.jpg","Yes","","Neutral Expression",""
"frame_E_9020.jpg","Yes","","Neutral Expression",""
"frame_E_9044.jpg","Yes","","Positive Emotion",""
"frame_E_9056.jpg","Yes","","Positive Emotion",""
"frame_E_9085.jpg","Yes","","Positive Emotion",""
"frame_E_9106.jpg","Yes","","Positive Emotion",""
"frame_E_9111.jpg","Yes","","Negative Emotion",""
"frame_E_9112.jpg","Yes","","Neutral Expression",""
"frame_E_9146.jpg","Yes","","Neutral Expression",""
"frame_E_9152.jpg","Yes","","Positive Emotion",""
"frame_E_9155.jpg","Yes","","Neutral Expression",""
"frame_E_9182.jpg","Yes","","Neutral Expression",""
"frame_E_9187.jpg","Yes","","Positive Emotion",""
"frame_E_9198.jpg","Yes","","Negative Emotion",""
"frame_E_9227.jpg","Yes","","Positive Emotion",""
"frame_E_9241.jpg","Yes","","Neutral Expression",""
"frame_E_9245.jpg","Yes","","Neutral Expression",""
"frame_E_9249.jpg","Yes","","Neutral Expression",""
"frame_E_9257.jpg","No","","Neutral Expression",""
"frame_E_9280.jpg","Yes","","Negative Emotion",""
"frame_E_9286.jpg","Yes","","Negative Emotion",""
"frame_E_9319.jpg","No","","Neutral Expression",""
"frame_E_9363.jpg","Yes","","Negative Emotion",""
"frame_E_9380.jpg","Yes","","Positive Emotion",""
"frame_E_9383.jpg","Yes","","Positive Emotion",""
"frame_E_9435.jpg","Yes","","Negative Emotion",""
"frame_E_9448.jpg","Yes","","Positive Emotion",""
"frame_E_9472.jpg","Yes","","Negative Emotion",""
"frame_E_9479.jpg","Yes","","Negative Emotion",""
"frame_E_9504.jpg","Yes","","Neutral Expression",""
"frame_E_9521.jpg","Yes","","Positive Emotion",""
"frame_E_9549.jpg","Yes","","Negative Emotion",""
"frame_E_9556.jpg","Yes","","Positive Emotion",""
"frame_E_9575.jpg","Yes","","Positive Emotion",""
"frame_E_9624.jpg","Yes","","Neutral Expression",""
"frame_E_9671.jpg","Yes","","Negative Emotion",""
"frame_E_9683.jpg","Yes","","Neutral Expression",""
"frame_E_9728.jpg","Yes","","Positive Emotion",""
"frame_E_9762.jpg","Yes","","Negative Emotion",""
